Област,badm,top_student,class_score
Русе,0,0.5212364498746371,0.4649013587352365
Русе,0,0.44047548451393936,0.42563343820716826
Русе,0,0.4159240831527752,0.4085790577054371
Русе,0,0.4017071278610622,0.3972551351310312
Русе,0,0.3923795782890168,0.3890012783873984
Русе,0,0.3858944342725626,0.3827001235754715
Силистра,0,0.41920397776468304,0.4037910823824487
Силистра,0,0.3896562170441443,0.3797485121277386
Сливен,0,0.4510265629450947,0.42342716494173804
Сливен,0,0.40358278483306437,0.40008949339474104
Сливен,0,0.3967963418349133,0.39018395551615037
Сливен,0,0.3835975643259802,0.3800215021214564
Смолян,0,0.4233597924392702,0.40035157907566976
Смолян,0,0.3835975643259802,0.3786931426767885
София област,0,0.44959807637530397,0.432431234850106
София област,0,0.419551243893177,0.41375035413622485
София област,0,0.4085642620099778,0.4048357603519956
София област,0,0.4017027775314221,0.3984826572701049
София област,0,0.3952792594330982,0.3929443400552893
София област,0,0.39005323982548085,0.3870054985166823
София област,0,0.38424470368641045,0.38228092072397457
София област,0,0.3804616739118294,0.3789303587249415
София област,0,0.3768448947542317,0.3757936778730029
София област,0,0.37454598450671966,0.3724087462373029
София област,0,0.3693648575036058,0.3684790536425313
София област,0,0.3681409848028873,0.36805294455926024
София област,0,0.3679666017296069,0.36791463814206526
София-град,0,0.6926963169108312,0.6346995925403619
София-град,0,0.6165169922374946,0.6091625391554653
София-град,0,0.5997317999370667,0.5933696873650861
София-град,0,0.5864970390375255,0.5787722307689259
София-град,0,0.5734212353785597,0.5690249614209818
София-град,0,0.5642779289953483,0.5599698515352576
София-град,0,0.5552406911382312,0.5507061742872842
София-град,0,0.5460908572022737,0.5411017450812574
София-град,0,0.5359089445825138,0.5322036988607733
София-град,0,0.5275197080841396,0.5248919569501602
София-град,0,0.5215512355757238,0.519609871065292
София-град,0,0.5171289637706497,0.513130044929087
София-град,0,0.5079645079781583,0.5049770285743501
София-град,0,0.5014059148012292,0.4989217670195173
София-град,0,0.4963231877826097,0.49352819414429855
София-град,0,0.49105448704770405,0.48791004341295324
София-град,0,0.4849132063096098,0.48256514603057654
София-град,0,0.47955877743084546,0.47765204982989007
София-град,0,0.4752435057083092,0.4731175591318642
София-град,0,0.47092747712188654,0.4696104167125857
София-град,0,0.46807531737602753,0.4655910994095548
София-град,0,0.4628844868587451,0.4612519084425688
София-град,0,0.4599314707511673,0.4581347269409853
София-град,0,0.4568983400617425,0.45524556759634205
София-град,0,0.4539303748028879,0.452960338207687
София-град,0,0.451989218078399,0.45044527758143305
София-град,0,0.44887764895734905,0.447744372507352
София-град,0,0.44567994554102847,0.44468825708262366
София-град,0,0.4433969656652086,0.4424276172283281
София-град,0,0.4414336212949694,0.44052149413051667
София-град,0,0.4400334938347465,0.4392791305429355
София-град,0,0.43829280402361553,0.4375189707795831
София-град,0,0.436609087923709,0.4356159892367134
София-град,0,0.43489739815147554,0.4339811654459462
София-град,0,0.43309303280119654,0.43246306653019845
София-град,0,0.43188946008682927,0.4306271183193814
София-град,0,0.4299923499355127,0.42886275241673766
София-град,0,0.4276313740342415,0.4276092625082854
София-град,0,0.4273209495236565,0.4263617227162042
София-град,0,0.4255134197785364,0.42519318141040224
София-град,0,0.42400978803814654,0.42324211836879255
София-град,0,0.42305388993742715,0.42238579462699427
София-град,0,0.4211209630302281,0.4208762328232387
София-град,0,0.4208497786068463,0.4196943705150829
София-град,0,0.41869880812713217,0.41866311497006437
София-град,0,0.41843300689723184,0.41741195671012427
София-град,0,0.4166002799345478,0.4164565590121558
София-град,0,0.41599115653132157,0.4155220989911052
София-град,0,0.41455351461613105,0.4145535146161312
София-град,0,0.41454444498501936,0.41355013602243706
София-град,0,0.4125578515439652,0.41254792785248307
София-град,0,0.4123694394666286,0.41146606237535494
София-град,0,0.4106126485205885,0.4105799781710176
София-град,0,0.4102580307157206,0.409240989292436
София-град,0,0.40871728143527514,0.4087172814352749
София-град,0,0.40871728143527514,0.40828824769390903
София-град,0,0.4076188318615582,0.40701420916201914
София-град,0,0.4068711439309314,0.4067973878325135
София-град,0,0.40636542502134754,0.4055351823122195
София-град,0,0.4050736470813584,0.40499258222538553
София-град,0,0.4044559893105528,0.40387335418841164
София-град,0,0.40332421907864147,0.40332421907864163
София-град,0,0.40332421907864147,0.40302877331621456
София-град,0,0.4021935741236656,0.40176536573046284
София-град,0,0.40162230493043344,0.4016223049304333
София-град,0,0.40152975419094666,0.40051133253191784
София-град,0,0.3999673661669091,0.3999673661669091
София-град,0,0.3999673661669091,0.39977613263946354
София-град,0,0.39923276740376534,0.39861824104472476
София-град,0,0.39835888055717306,0.39835888055717306
София-град,0,0.39835888055717306,0.3978674892417754
София-град,0,0.3969624259075973,0.396815501834881
София-град,0,0.3967963418349133,0.3967343955858633
София-град,0,0.3963820155827176,0.39558173194879465
София-град,0,0.3952792594330982,0.3952792594330982
София-град,0,0.3952792594330982,0.3946801477022875
София-град,0,0.39397472050852045,0.393825801787351
София-град,0,0.3938071582275228,0.39380715822752277
София-град,0,0.3938071582275228,0.39316911455507825
София-град,0,0.3923795782890168,0.39237957828901665
София-град,0,0.3923795782890168,0.392349813916113
София-град,0,0.3921565514009285,0.3912999831927986
София-град,0,0.3909960746441333,0.3909960746441334
София-град,0,0.3909960746441333,0.3909079205234242
София-град,0,0.39024216077422275,0.38994310684036515
София-град,0,0.3896562170441443,0.3896562170441445
София-град,0,0.3896562170441443,0.38943105530850985
София-град,0,0.3883917917628488,0.388362744107869
София-град,0,0.38835958974217566,0.3881927348155763
София-град,0,0.3876694004875051,0.3871975050019288
София-град,0,0.38710579127831835,0.3871057912783181
София-град,0,0.38703662573521314,0.38622973218532125
София-град,0,0.3858944342725626,0.3858944342725627
София-град,0,0.3858944342725626,0.3858877336951721
София-град,0,0.38554981191572646,0.3849777878814583
София-град,0,0.3847251452254043,0.38472514522540424
София-град,0,0.3847251452254043,0.3845619473853901
София-град,0,0.3835975643259802,0.3835975643259804
София-град,0,0.3835975643259802,0.3835975643259804
София-град,0,0.38347334692053653,0.38289550048885135
София-град,0,0.38251134526759434,0.3825113452675943
София-град,0,0.38251134526759434,0.3823228077644735
София-град,0,0.381543622002745,0.38146917896531285
София-град,0,0.3814661550705026,0.3814661550705027
София-град,0,0.3814661550705026,0.38121437268199304
София-град,0,0.38046206018753204,0.38046168876857983
София-град,0,0.3804616739118294,0.3804616739118293
София-град,0,0.3804616739118294,0.3797702705299241
София-град,0,0.3794975949624941,0.3794975949624938
София-град,0,0.3794975949624941,0.3792826739443492
София-град,0,0.3786184687242022,0.3785753489210111
София-град,0,0.3785736242310314,0.3783872709716869
София-град,0,0.3776894804141942,0.37768948041419437
София-град,0,0.3776894804141942,0.37747399260997044
София-град,0,0.3770151917608751,0.3768650114037987
София-град,0,0.3768448947542317,0.37679478915104514
София-град,0,0.37637993602140063,0.37610623411936545
София-град,0,0.37603961090274385,0.3758210286245837
София-град,0,0.375425818915701,0.3752792464973331
София-град,0,0.37527338479101247,0.3749282478303422
София-град,0,0.37454598450671966,0.3745450630857982
София-град,0,0.37447412048157297,0.37397191093918386
София-град,0,0.3738571901769653,0.37353790375744045
София-град,0,0.37320679385750094,0.37320679385750105
София-град,0,0.3725945994281025,0.372592678892882
София-град,0,0.3725779551183999,0.3720360394817614
София-град,0,0.3716334759733563,0.3715760128346983
София-град,0,0.37148409029334767,0.37105046366386757
София-град,0,0.3709854416105126,0.37069983022170616
София-град,0,0.37052432669538216,0.36991802031944565
София-град,0,0.3697141560512407,0.3695274453072202
София-град,0,0.36927649092644493,0.36912891273191706
София-град,0,0.3689704336480839,0.36886803081149305
София-град,0,0.3688143797131512,0.3687300324437199
София-град,0,0.3686209644944763,0.36857303912557077
София-град,0,0.3685388872870155,0.36848620496425777
София-град,0,0.36840271437859423,0.36836159709957916
София-град,0,0.36825001618778785,0.3681774144677391
София-град,0,0.3681409848028873,0.36796539475013373
София-град,0,0.36787944117144233,0.36787944117144233
Стара Загора,0,0.432767329390095,0.41903869656478243
Стара Загора,0,0.4125578515439652,0.40942101460114244
Стара Загора,0,0.4068711439309314,0.40269221420937434
Стара Загора,0,0.39900652036437406,0.39642285493884494
Стара Загора,0,0.3938071582275228,0.39229351818448127
Стара Загора,0,0.3909960746441333,0.38783818280896604
Стара Загора,0,0.3847251452254043,0.38286842639403107
Стара Загора,0,0.38118701731172855,0.37933398287964554
Стара Загора,0,0.3773364779455478,0.37591337844452144
Стара Загора,0,0.37454598450671966,0.3723659798202105
Стара Загора,0,0.3697516943323978,0.36866418375241644
Търговище,0,0.4299923499355127,0.4048534384059074
Търговище,0,0.3938071582275228,0.3855332563075129
Хасково,0,0.44389243204775136,0.4255146059010897
Хасково,0,0.4125578515439652,0.4057720881884873
Хасково,0,0.40162230493043344,0.3981002726934048
Хасково,0,0.3938071582275228,0.3913649466937675
Хасково,0,0.38835958974217566,0.3855502759777517
Хасково,0,0.3835975643259802,0.38100201535311945
Хасково,0,0.3785736242310314,0.37536300303958964
Хасково,0,0.37320679385750094,0.3705349613455142
Шумен,0,0.4394084774366954,0.41040873012133783
Шумен,0,0.40162230493043344,0.39737698049733405
Шумен,0,0.3938071582275228,0.3891363157325712
Шумен,0,0.3858944342725626,0.38320839683312474
Шумен,0,0.38069041774765094,0.3793008038497358
Шумен,0,0.3776894804141942,0.3766946740741029
Шумен,0,0.37527338479101247,0.3731597511461948
Ямбол,0,0.4694323720119863,0.44031851235788083
Ямбол,0,0.4166002799345478,0.4055355664870761
Ямбол,0,0.3999673661669091,0.3909222162965684
Ямбол,0,0.3847251452254043,0.3781988237172458
